V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,target
0.094,0.303,0.679,-0.303,-0.821,0.106,1.095,0.942,0.595,0.042,0.501,0.23,-0.889,-0.948,-2.225,-1.214,1.2,0.165,-0.573,-0.411,1.081,0.096,-0.259,0.351,0.969,-0.12150297636588671,1.219,0.371,-0.448,-1.191,-0.441,0.235,0.298,-0.843,0.048,0.364,0.37,-0.123,0.176
-0.015,0.203,0.365,-0.188,0.167,0.147,1.035,0.991,0.283,0.042,0.417,0.397,-0.185,-1.173,-2.166,-1.193,0.993,0.165,-0.567,-0.004,1.04,0.119,-0.259,0.337,0.969,1.078,0.961,0.413,-0.447,-1.208,0.466,0.614,0.059,-0.843,0.048,0.364,0.881,-0.385,0.079
0.325,0.278,0.234,-0.06,0.175,-0.052,0.949,1.031,0.38,0.042,0.255,-0.057,0.085,-0.597,-2.222,-0.96,0.746,0.165,-0.561,-0.249,1.206,-0.311,-0.621,0.338,-0.237,0.803,1.148,0.322,-0.453,-0.857,-0.181,0.624,0.607,-0.843,0.048,0.364,0.799,-0.249,-0.189
0.492,0.546,0.594,0.047,0.163,-0.338,0.917,1.031,0.549,0.042,0.217,-0.609,0.112,-0.914,-2.192,-0.371,0.707,0.165,-0.571,-0.3,-0.020948315111698614,-0.149,-0.621,0.336,-0.298,0.673,0.96,0.38,-0.45,-0.606,0.012,0.517,0.123,-0.843,0.048,0.364,0.266,-0.727,-0.071
0.678,0.506,1.041,0.782,0.243,-0.728,0.872,0.98,0.535,0.042,1.002,-1.496,0.133,-0.278,-2.157,-0.243,0.634,0.43,-0.564,-0.159,1.455,-0.602,-0.259,0.338,-0.306,0.053,1.336,0.314,0.982,0.026,-0.159,0.706,0.111,-0.843,0.048,0.364,1.356,-1.674,0.796
0.641,0.252,0.773,0.775,-0.232,0.035,0.955,0.978,0.857,0.042,0.732,0.143,-0.398,-0.939,-2.212,-0.149,0.96,0.43,-0.577,-0.031,1.372,0.062,-0.063,0.338,0.253,0.187,1.33,0.473,0.979,-0.576,0.219,0.359,0.089,-0.843,0.048,0.364,0.611,-0.633,0.561
0.87,0.536,0.747,0.771,-0.151,0.065,0.991,0.978,0.857,0.042,0.413,0.203,-0.507,-1.182,-2.133,-0.55,0.96,0.43,-0.568,0.603,0.988,0.205,-0.063,0.346,0.394,0.392,0.997,0.499,0.976,-0.576,0.331,0.593,-0.114,-0.843,0.048,0.364,0.178,-0.64,0.742
0.555,0.153,1.124,0.898,-0.492,0.158,1.053,0.996,0.745,0.042,0.406,0.517,-0.532,-1.104,-2.124,-0.55,1.074,0.43,-0.57,-0.09,0.988,0.249,-0.259,0.353,0.394,0.569,1.242,0.404,0.976,-0.582,-0.083,0.468,0.431,-0.843,0.048,0.364,0.335,-0.867,0.447
0.542,0.603,0.603,0.886,-0.111,0.094,1.005,0.994,0.672,0.042,0.395,0.098,-0.168,-0.968,-2.208,-0.715,1.11,0.43,-0.564,0.156,0.802,0.003,-0.259,0.351,0.394,0.505,0.794,0.44,0.976,-0.625,0.357,0.389,0.221,-0.843,0.048,0.364,0.314,-0.132,0.467
0.756,0.515,0.741,1.007,-0.026,-0.44,0.993,0.993,0.815,0.042,0.189,-1.161,-0.255,-0.153,-2.195,-0.707,0.952,0.43,-0.58,0.342,0.965,-0.857,-0.259,0.341,0.394,0.579,0.773,0.481,-0.458,-0.645,0.037,0.697,0.14,-0.843,0.048,0.364,0.272,-0.944,0.336
0.48,0.123,0.76,1.175,-0.504,-0.153,1.059,1.028,0.562,0.042,0.03,-0.265,-0.418,-0.398,-2.336,-0.614,1.029,0.32,-0.393,0.107,1.082,-0.511,-0.259,0.343,0.394,0.636,0.984,0.384,-0.455,-0.721,-0.477,0.407,-0.157,-0.613,0.198,0.364,0.172,-0.658,0.374
0.085,-0.042,0.573,1.15,-0.389,-0.174,1.102,1.028,0.256,0.042,0.552,-0.23,-0.312,-0.988,-2.273,-0.812,1.026,0.165,-0.376,-0.089,0.965,0.084,-0.259,0.35,0.395,0.657,0.995,0.242,-0.455,-0.764,-0.269,0.307,0.346,-0.613,0.198,0.364,0.508,-0.024,-0.14
0.189,0.141,0.349,1.22,0.098,-0.311,0.985,1.081,0.13,0.042,0.067,-0.579,0.062,-0.963,-2.237,-0.798,0.869,0.165,-0.386,0.272,0.904,-0.04,-0.259,0.346,0.394,0.547,0.954,0.37,-0.46,-0.894,0.681,0.339,-0.198,-0.613,0.273,0.364,0.34,-0.13,0.002
0.595,0.304,1.109,1.296,-0.228,-0.718,1.023,1.075,0.763,0.042,0.04,-1.551,-0.221,-0.402,-2.287,-0.731,0.712,0.165,-0.382,0.056,1.149,-0.538,-0.259,0.335,0.394,0.514,1.098,0.333,-0.457,-0.689,-0.159,0.344,-0.283,-0.613,0.273,0.364,-0.084,-1.805,0.352
0.054,0.193,0.746,1.29,-0.706,-0.051,1.105,1.07,0.679,0.042,0.293,0.053,-0.571,-0.863,-2.209,-0.66,1.045,0.165,-0.391,-0.13,1.147,-0.126,-0.259,0.344,0.394,0.475,1.331,0.418,-0.456,-0.958,-0.063,0.053,0.007,-0.613,0.273,0.364,0.388,-0.427,0.165
0.014,0.478,0.887,1.3,-0.612,-0.204,1.06,1.125,0.509,0.042,0.407,-0.235,-0.647,-0.296,-2.177,-0.862,0.922,0.165,-0.38,-0.434,1.062,-0.489,-0.063,0.338,0.533,0.582,1.521,0.37,-0.452,-1.047,-0.21,0.444,0.112,-0.613,0.273,0.364,0.443,-0.91,0.348
0.232,0.148,0.817,1.405,-0.711,0.278,0.898,1.007,0.375,0.042,0.026,0.607,-0.364,-1.618,-2.245,-0.839,0.32,0.077,-0.665,0.544,0.212,0.437,-0.063,0.335,1.112,0.039,0.566,0.299,-0.446,-0.911,0.891,0.177,-0.287,-0.938,-0.59,0.3641731062503687,0.2,-0.811,0.181
0.542,0.284,0.407,1.47,-0.195,-0.09,0.906,1.007,0.605,0.042,0.554,-0.12,-0.309,-0.916,-2.3,-0.839,0.546,0.165,-0.565,0.362,0.369,-0.04,-0.063,0.334,1.112,0.129,0.824,0.401,-0.455,-1.041,0.519,0.168,-0.157,-1.005,0.08630975053820926,0.364,0.512,0.054,0.172
0.635,0.156,1.221,1.47,-0.454,-1.045,0.976,1.015,0.417,0.042,0.178,-2.053,-0.263,-0.235,-2.303,-0.808,0.585,0.165,-0.575,-0.086,0.532,-0.62,-0.063,0.348,1.112,0.19,1.111,0.254,-0.457,-0.837,0.167,0.386,0.342,-0.9,-0.29,0.364,0.289,-1.946,0.214
0.01,0.281,0.689,1.518,-0.798,0.127,0.979,1.015,0.543,0.042,0.093,0.272,-0.751,-0.594,-2.381,-0.925,0.778,0.165,-0.57,-0.001,0.506,-0.237,-0.063,0.343,1.112,0.327,1.223,0.445,-0.457,-1.156,1.224,0.043,0.035,-0.843,-0.29,0.364,0.289,-0.287,0.158
-0.005,0.081,1.112,1.518,-0.698,-0.071,1.025,1.035,0.714,0.042,0.17,0.183,-0.682,-0.531,-2.344,-0.925,0.812,0.165,-0.589,-0.721,0.506,-0.259,-0.259,0.339,1.112,0.513,1.474,0.346,-0.452,-1.156,0.665,0.496,-0.102,-0.843,-0.29,0.364,0.003,-1.529,-0.076
0.701,0.566,0.786,1.282,-0.308,0.197,0.964,0.989,0.879,0.042,0.352,0.531,-0.464,-1.445,-2.361,-0.547,0.783,0.165,-0.565,0.201,0.783,0.356,-0.063,0.332,0.959,0.387,1.316,0.522,2.151,-0.459,-0.319,0.608,-0.411,-0.843,0.216,0.364,0.374,-0.545,0.299
0.653,0.294,1.316,1.485,-0.362,-0.444,1.055,1.022,0.824,0.042,0.488,-0.871,-0.504,-0.239,-2.396,-0.631,1.009,0.165,-0.56,0.339,1.028,-0.631,-0.259,0.338,0.968,0.623,1.364,0.365,2.148,-0.641,-0.352,0.755,-0.403,-0.843,0.273,0.364,0.48,-1.854,0.231
0.181,0.18,1.447,1.483,-0.766,-0.648,1.186,1.022,0.629,0.042,0.598,-1.079,-0.912,-0.449,-2.409,-0.638,1.076,0.165,-0.564,0.101,1.075,-0.473,-0.259,0.341,0.969,0.619,1.131,0.301,2.147,-0.677,-0.233,0.328,-0.301,-0.843,0.273,0.364,0.534,-1.882,0.132
-0.639,0.003,1.183,1.481,0.13554063955030357,-0.033,1.237,1.121,0.645,0.042,0.069,0.029,-1.375,-0.432,-2.326,-1.087,1.138,0.165,-0.575,0.31,0.735,-0.534,-0.621,0.334,0.969,0.9,1.003,0.459,2.197,-1.371,0.068,0.272,-0.229,-0.843,0.001,0.364,0.209,-1.08,-0.041
-0.592,0.174,0.895,1.499,-1.268,0.095,1.261,1.159,0.739,0.042,-0.283,0.367,-1.242,-1.086,-2.374,-1.206,1.233,-0.366,-0.577,0.171,0.717,0.053,-0.47,0.332,0.969,1.155,0.673,0.473,-0.454,-1.424,0.796,0.324,0.416,-0.843,-0.234,0.364,-0.063,-0.517,0.046
0.32,0.334,1.044,1.499,-0.774,-0.595,1.267,1.186,0.983,0.042,0.125,-1.147,-1.01,-0.611,-2.344,-1.443,1.233,-0.366,-0.577,0.149,0.837,-0.404,-0.259,0.344,0.969,0.989,0.661,0.438,-0.454,-1.499,1.414,0.552,0.469,-0.843,-0.29,0.364,0.126,-1.437,0.381
0.302,0.087,1.095,1.481,-0.893,-0.485,1.33,1.235,0.799,0.042,0.503,-1.105,-0.982,0.127,-2.441,-1.206,1.264,-0.366,-0.578,0.032,0.75,-1.065,-0.259,0.344,0.969,0.879,1.048,0.406,-0.457,-1.276,0.697,0.283,0.257,-0.843,-0.29,0.364,0.662,-1.796,0.537
-0.648,0.2,0.575,1.18,-1.082,0.421,1.367,1.291,0.734,0.042,0.553,1.16,-1.197,0.195738227147,-2.4,-1.316,1.261,-0.366,0.055033933518,0.518,0.268,1.707,-0.259,0.359,0.969,1.056,0.022,0.448,-0.458,-1.494,0.055476800554,0.342,0.0208057479224,-0.843,-0.29,0.364,0.126,0.772,-0.123
0.201,-0.372,0.386,0.981,0.197,-0.8,0.738,1.18,-0.092,0.042,0.2513143946091433,-1.451,0.002,-0.796,-2.412,-0.819,0.308,-0.897,0.067,0.192,-0.09,-0.319,-0.259,0.348,0.969,0.537,1.121,0.328,-0.458,-0.355,0.795,-0.09,0.17712913916229506,-0.04,-0.009,0.364,-1.191,-0.949,-0.102
0.473,0.124,1.138,1.058,-0.26,-0.541,0.869,1.013,0.536,0.042,-0.042,-1.241,-0.136,-0.097,-2.455,-0.333,0.308,-0.897,-0.574,-0.208,0.406,-0.934,-0.621,0.339,0.969,0.417,1.272,0.289,-0.451,-0.372,0.023,0.155,0.03,-0.441,0.16,0.364,-0.309,-1.911,0.067
0.824,0.513,1.103,0.417,0.16,-0.308,0.829,0.855,0.809,0.042,0.201,-0.357,-0.079,-0.554,-2.044,0.138,0.746,-1.428,-0.565,-0.218,0.287,-0.345,-0.621,0.342,0.968,-0.094,2.163,0.403,1.139,0.282,-0.835,0.848,-0.347,-0.843,-0.29,0.364,0.274,-1.462,0.574
0.59,0.528,0.901,0.385,-0.083,0.28,1.021,0.893,0.983,0.042,0.571,0.798,-0.043,-0.559,-2.003,0.089,0.883,-1.428,-0.583,-0.705,0.432,-0.107,-0.621,0.358,0.968,0.177,0.0720924515235,0.472,2.157,-0.371,-0.689,0.534,-1.072,-0.843,-0.29,0.364,0.214,-0.263,0.462
-0.136,-0.493,-0.361,-0.632,0.432,0.124,0.415,0.656,-0.507,0.042,0.404,0.247,0.302,-0.642,-2.194,0.829,-0.584,-1.162,0.216,-0.044,0.53,-0.383,-0.621,0.343,-1.191,-0.446,1.048,0.055,-0.446,0.844,0.124,-0.382,0.917,0.017,0.273,0.364,0.576,0.498,-1.132
0.342,0.513,0.078,-0.498,0.796,0.031,0.463,0.61,0.1,0.042,-0.225,0.084,0.571,-0.761,-2.23,0.829,-0.515,-1.162,0.258,0.301,1.312,-0.342,-0.621,0.338,-1.191,-0.328,0.982,0.263,-0.449,0.739,-0.16,-0.425,0.1,0.132,0.273,0.364,-0.193,-0.015,-0.3
0.52,0.537,0.215,-0.265,0.302,-0.142,0.534,0.61,0.346,0.042,0.305,-0.06,0.373,-1.261,-2.14,0.664,-0.271,-1.162,0.251,0.265,-0.186226454294,0.036,-0.621,0.352,-1.191,-0.107,0.803,0.281,-0.45,0.729,-0.056,0.311,0.072,0.175,0.273,0.364,0.36,-0.001,-0.319
0.418,0.302,0.298,-0.38,0.102,-0.635,0.591,0.621,0.032,0.042,0.172,-1.042,0.342,-0.976,-2.187,0.525,-0.002,-1.162,0.248,0.266,-0.186226454294,-0.164,-0.621,0.349,-1.191,0.125,0.688,0.293,-0.447,0.399,-0.138,0.397,-0.293,0.19,0.273,0.364,0.265,-0.663,-0.083
0.579,0.422,0.367,-0.425,0.041,0.001,0.705,0.66,0.348,0.042,0.544,0.155,0.272,-1.668,-2.159,0.386,0.216,-1.162,0.254,0.928,-0.186226454294,0.362,-0.621,0.353,-1.191,0.286,0.076,0.267,-0.444,0.139,-0.157,0.408,-0.396,0.19,0.273,0.364,0.197,0.115,0.006
-0.081,-0.346,0.066,-0.344,-0.166,-0.667,0.661,0.66,-0.544,0.042,0.212,-1.466,-0.1,-0.402,-2.172,-0.111,0.074,-0.897,0.258,0.743,-0.186226454294,-0.637,-0.621,0.335,-1.19,0.273,0.093,0.131,1.296,-0.217,-0.285,-0.033,-0.272,0.19,0.273,0.364,0.863,-0.441,-0.449
-0.626,0.35042033371151843,-0.206,-0.218,-0.369,0.15,0.692,0.695,-0.226,0.042,0.565,0.447,-0.312,-1.116,-2.121,-0.111,0.104,-0.897,0.265,0.638,-0.186226454294,0.066,-0.817,0.344,-0.052,0.234,0.089,-0.049,-0.45,-0.433,-0.304,0.008,-0.067,0.19,0.273,0.364,0.481,0.996,-0.738
-0.031,-0.192,-0.001,-0.218,-0.107,-0.767,0.622,0.695,-0.475,0.042,-0.439,-1.582,-0.218,-0.345,-2.039,-0.429,-0.176,-0.897,0.245,0.514,-0.186226454294,-0.551,-0.817,0.342,-0.028,0.187,-0.084,0.184,-0.451,-0.484,-0.551,-0.411,-0.687,0.19,0.273,0.364,-0.484,-0.884,-0.116
-0.65,0.35042033371151843,-0.45,-0.185,-0.445,0.011,0.605,0.697,-0.272,0.042,0.937,0.061,-0.402,-0.638,-1.974,-0.439,0.079,-0.897,0.246,0.889,-0.186226454294,-0.174,-0.621,0.35,-0.028,0.14,0.109,0.3359893617021276,-0.45,-0.536,-0.737,-0.06,-0.845,0.19,0.273,0.364,0.884,1.261,-1.027
-0.457,-0.616,-0.199,-0.185,-0.069,0.22,0.533,0.636,-0.604,0.042,0.631,0.683,-0.068,-0.517,-1.979,-0.448,-0.211,-0.897,0.245,0.428,-0.186226454294,-0.159,-0.703,0.358,-0.027,0.049,0.368,-0.001,-0.448,-0.536,-0.678,-0.444,-0.599,0.19,0.273,0.364,-0.109,0.725,-0.709
-0.761,-0.137,-0.333,-0.946,-0.756,-0.277,-0.028,-0.102,0.4284308510638298,0.042,0.851,-0.518,-0.638,-0.323,-2.274,-0.556,-1.044,-0.897,0.257,1.188,0.72,-0.585,-0.817,0.346,-0.239,-0.317,-0.855,0.074,-0.446,-0.577,-0.201,0.36121099290780145,-0.148,0.19,0.273,0.364,0.783,-0.199,-0.83
-0.895,-0.198,-0.238,-0.807,-0.858,-0.521,0.162,0.003,-0.546,0.042,0.362,-0.871,-0.403,-0.29,-2.245,-1.11,-0.609,-0.897,0.252,1.559,0.719,-0.61,-0.817,0.336,0.514,0.313,-0.811,0.16,-0.443,-1.067,-0.115,-0.42,0.003,0.19,0.273,0.364,0.723,-0.349,-0.845
-0.361,0.085,-0.041,-0.696,-0.571,-0.17,0.279,0.068,-0.169,0.042,0.495,-0.282,-0.308,-0.531,-2.122,-1.11,-0.297,-0.897,0.25,1.373,1.489,-0.4,-0.735,0.34,0.537,0.598,-0.826,0.12,-0.446,-1.01,0.076,-0.181,0.135,0.19,0.273,0.364,0.521,0.099,-0.649
0.346,0.354,0.248,-0.488,-0.273,-0.26,0.396,0.068,0.39,0.042,0.303,-0.433,-0.128,-0.67,-2.08,-1.132,-0.138,-0.897,0.255,1.459,1.489,-0.226,-0.621,0.347,1.111,0.846,-0.768,0.298,-0.447,-0.926,1.102,0.174,0.19,0.19,0.273,0.364,0.216,-0.354,-0.214
0.438,0.509,0.31,-0.387,0.048,-1.003,0.462,0.163,0.44,0.042,0.448,-1.949,-0.203,-0.475,-1.956,-0.836,0.141,-0.897,0.253,1.161,-0.186226454294,-0.399,-0.621,0.339,1.111,0.947,-0.693,0.31,-0.448,-0.809,-0.154,0.442,-0.092,0.19,0.273,0.364,0.457,-0.654,0.004
0.357,0.232,0.264,-0.191,-0.172,-0.055,0.586,0.163,0.367,0.042,0.992,0.056,-0.036,-0.669,-1.768,-0.836,0.451,-0.897,0.255,1.111,-0.186226454294,-0.092,-0.621,0.349,1.111,0.979,-0.258,0.234,-0.449,-0.628,-0.092,0.423,0.004,0.19,0.273,0.364,0.693,0.095,-0.135
0.34,0.383,0.147,-0.05,0.099,0.11,0.648,0.264,0.287,0.042,0.805,0.406,0.273,-2.012,-1.643,-0.516,0.375,-0.897,0.244,1.392,-0.186226454294,0.749,-0.259,0.348,0.254,0.894,-1.041,0.253,-0.447,-0.628,0.134,0.34,0.066,0.19,0.273,0.364,0.316,0.383,-0.066
0.527,0.38,0.217,0.084,0.107,-0.854,0.581,0.31,0.155,0.042,0.243,-1.745,0.206,-0.271,-1.54,-0.516,0.174,-0.897,0.246,0.946,-0.186226454294,-0.538,-0.41,0.348,-0.475,0.746,-0.53,0.313,-0.447,-0.26,-0.51,0.275,-0.64,0.19,0.273,0.364,0.031,-0.478,0.145
-0.018,-0.127,-0.157,0.196,0.182,-0.205,0.643,0.31,-0.268,0.042,0.481,-0.187,0.161,-0.733,-1.265,-0.155,0.314,-0.897,0.434,0.939,-0.186226454294,-0.106,-0.621,0.344,-0.483,0.673,-0.095,0.104,-0.447,-0.144,0.135,0.354,-0.164,0.362,0.273,0.364,0.785,0.592,0.05
0.18,0.033,-0.357,0.176,0.584,-0.328,0.532,0.366,-0.217,0.042,1.315,-0.733,0.219,-0.873,-1.162,0.061,0.281,-0.41,0.371,1.185,-0.186226454294,-0.118,-0.817,0.339,-0.483,0.36,-0.362,0.11,-0.448,0.199,0.77,0.128,1.102,0.362,0.329,0.364,1.239,0.861,0.077
0.592,0.525,0.191,0.8,0.26,-0.937,0.521,0.366,0.38,0.042,1.011,-1.961,0.647,-0.376,-1.329,0.175,-0.084,-0.808,0.346,0.75,-0.186226454294,-0.504,-0.817,0.333,-0.483,0.164,-0.22,0.295,-0.447,0.387,0.89,0.063,0.582,0.247,0.216,0.364,1.421,-0.645,1.006
0.531,0.586,0.23,0.631,0.179,0.014,0.667,0.426,0.23,0.042,1.694,0.265,0.184,-0.948,-1.572,-0.066,0.329,-0.366,0.34,0.512,1.634,0.242,-0.621,0.336,-0.485,0.009,0.418,0.318,-0.448,-0.077,-0.006,0.58,0.424,0.304,0.273,0.364,1.672,-0.001,0.873
0.39,0.441,-0.004,0.594,0.265,-0.304,0.556,0.443,-0.115,0.042,1.061,-0.794,0.243,-0.273,-1.497,-0.173,0.152,-0.897,0.34,0.329,1.125,-0.5,-0.817,0.342,-0.484,-0.054,0.443,0.252,-0.446,0.002,-0.102,0.457,0.088,0.304,0.273,0.364,1.645,0.09,0.308
0.713,0.676,0.278,0.585,0.241,0.02,0.577,0.443,0.609,0.042,1.248,0.163,0.371,-1.258,-1.525,-0.118,0.228,-0.897,0.336,0.671,0.783,0.352,-0.817,0.341,-0.483,-0.049,0.463,0.401,-0.447,0.065,-0.011,0.486,0.218,0.304,0.273,0.364,0.885,0.009,0.67
0.657,0.794,0.463,0.588,0.344,-0.08,0.595,0.428,0.64,0.042,0.98,0.237,0.154,-1.602,-1.451,-0.091,0.352,-1.162,0.332,0.613,0.607,0.673,-0.621,0.341,-0.485,0.057,0.498,0.404,-0.447,0.0,0.024,0.707,0.566,0.304,0.273,0.364,0.94,-0.343,0.693
0.183,0.22,-0.048,0.507,0.151,-0.164,0.524,0.441,-0.059,0.042,0.591,-0.276,0.082,-0.472,-1.438,-0.131,0.307,-1.162,0.347,0.548,0.117,-0.302,-0.703,0.349,-0.483,0.076,0.854,0.24,-0.447,-0.048,0.679,0.385,0.082,0.304,0.273,0.364,0.798,0.153,0.458
0.539,0.597,0.385,0.464,0.503,-0.289,0.605,0.441,0.468,0.042,0.809,-0.294,0.07,-0.897,-1.453,-0.131,0.213,-1.162,0.353,0.272,-0.005,0.053,-0.817,0.337,-0.483,0.05,0.865,0.35,-0.446,-0.081,-0.296,0.385,0.018,0.304,0.273,0.364,0.803,-0.362,0.477
0.623,0.457,0.307,0.374,0.136,0.078,0.653,0.491,0.461,0.042,0.961,0.239,0.034,-0.439,-1.374,-0.344,0.469,-1.162,0.351,-0.194,-0.108,-0.204,-0.621,0.343,-0.483,0.135,1.245,0.326,-0.444,-0.346,-0.173,0.626,0.401,0.304,0.273,0.364,0.848,0.019,0.493
0.639,0.938,0.519,0.374,0.151,-0.029,0.715,0.491,0.699,0.042,0.92,0.25,0.188,-1.3,-1.394,-0.519,0.499,-1.162,0.344,0.943,-0.118,0.357,-0.621,0.353,-0.483,0.29,0.554,0.382,1.298,-0.434,0.23,0.793,0.353,0.304,0.273,0.364,0.938,-0.243,0.403
0.422,0.623,0.451,0.385,-0.145,-0.714,0.7,0.561,0.262,0.042,0.415,-1.182,-0.024,-0.113,-1.153,-0.606,0.501,-0.897,0.343,0.924,-0.202,-0.36,-0.621,0.344,-0.288,0.377,0.585,0.339,1.297,-0.407,0.016,0.862,0.483,0.304,0.273,0.364,0.683,-0.507,0.189
0.558,0.556,0.595,0.413,-0.054,-0.182,0.752,0.625,0.79,0.042,0.306,-0.035,-0.286,-0.852,-1.135,-0.762,0.495,-0.897,0.341,1.033,0.012,0.202,-0.621,0.338,1.109,0.585,0.06,0.437,1.915,-0.639,0.285,0.697,0.321,0.304,0.273,0.364,0.359,-0.269,0.32
0.482,0.577,0.261,0.499,0.121,-0.22,0.688,0.625,0.428,0.042,0.799,-0.226,-0.277,-0.938,-1.018,-0.728,0.632,-1.162,0.434,1.013,0.049,0.182,-0.621,0.335,1.109,0.555,-0.422,0.325,-0.449,-0.683,0.115,0.886,0.582,0.323,0.335,0.364,0.883,0.198,0.238
0.53,0.235,0.752,0.599,-0.071,-0.792,0.753,0.636,0.348,0.042,0.687,-1.336,-0.072,-0.127,-1.022,-0.646,0.595,-1.162,0.439,0.923,0.102,-0.318,-0.259,0.337,1.112,0.491,-0.251,0.299,-0.446,-0.514,0.274,0.704,1.312,0.362,0.46,0.364,0.343,-0.791,0.553
0.603,0.268,0.718,0.647,-0.312,0.003,0.895,0.636,0.609,0.042,0.9,0.234,-0.311,-0.108,-0.92,-0.545,0.595,-1.162,0.529,1.019,0.147,-0.32,-0.259,0.345,1.112,0.549,-0.34,0.37,-0.447,-0.514,-0.092,0.494,1.445,0.467,0.61,0.364,0.906,-0.666,0.329
0.531,0.398,0.952,0.793,-0.337,-0.789,1.048,0.75,0.675,0.042,0.725,-1.628,-0.32,0.11,-0.806,-0.626,0.909,-0.897,0.523,0.918,0.147,-0.546,-0.621,0.349,1.112,0.704,-0.2,0.408,-0.446,-0.745,-0.08,0.464,0.316,0.476,0.61,0.364,0.793,-0.826,0.451
0.68,0.382,0.987,0.882,-0.034,-0.264,1.157,0.886,0.675,0.042,0.875,-0.254,-0.199,-0.283,-0.623,-0.626,0.986,-0.897,0.526,0.657,0.498,-0.063,-0.47,0.341,1.111,0.772,-0.054,0.441,-0.447,-0.669,0.254,0.466,0.436,0.534,0.61,0.364,0.788,-0.682,0.624
0.856,0.53,1.039,1.014,-0.145,-0.588,1.209,0.886,0.901,0.042,1.127,-1.082,-0.177,0.202,-0.544,-0.6,1.094,-0.897,0.528,0.554,0.674,-0.45,-0.259,0.348,1.111,0.738,0.039,0.451,-0.448,-0.669,0.071,0.632,0.792,0.534,0.61,0.364,1.001,-1.17,0.793
0.668,0.266,1.118,1.02,-0.315,-0.686,1.287,0.954,0.763,0.042,1.038,-1.14,-0.25,0.18,-0.368,-0.566,1.248,-0.897,0.524,-0.13,0.74,-0.307,-0.259,0.329,1.111,0.726,0.355,0.422,-0.447,-0.515,0.103,0.473,0.398,0.534,0.61,0.364,1.229,-0.982,0.797
0.573,0.47,1.074,0.996,0.028,-0.555,1.298,1.039,0.691,0.042,1.273,-0.647,-0.051,-0.657,-0.617,-0.382,1.062,-0.897,0.519,0.953,0.553,0.43,-0.259,0.3411044134692819,1.111,0.469,0.43,0.367,-0.449,-0.316,0.033,0.619,1.124,0.534,0.61,0.3641731062503687,1.273,-0.984,0.501
0.498,0.224,1.113,0.983,-0.015,-0.828,1.302,1.07,0.61,0.042,0.874,-1.367,-0.061,0.469,-0.219,-0.382,1.042,-0.897,0.519,0.134,0.464,-0.482,-0.259,0.3411044134692819,1.112,0.43,0.828,0.373,-0.451,-0.316,0.071,0.471,0.689,0.534,0.61,0.3641731062503687,1.113,-1.213,0.347
0.529,0.271,1.223,0.89,-0.458,-0.868,1.402,1.07,0.597,0.042,0.506,-1.602,-0.459,0.202,-0.124,-0.487,1.043,-0.897,0.525,0.154,0.488,-0.137,-0.259,0.3411044134692819,0.394,0.579,0.801,0.43,-0.444,-0.557,0.251,0.456,1.085,0.534,0.61,0.3641731062503687,0.443,-1.102,0.557
0.445,0.159,1.103,0.874,-0.65,-0.438,1.489,1.147,0.85,0.042,0.622,-0.477,-0.846,0.16,0.245,-0.568,1.285,-0.897,0.526,0.204,0.488,-0.051,-0.259,0.3411044134692819,1.105,0.715,1.149,0.448,-0.447,-0.887,0.728,0.296,0.797,0.534,0.61,0.3641731062503687,0.68,-0.933,0.438
0.742,0.488,1.059,0.848,-0.286,-0.37,1.457,1.147,0.954,0.042,1.141,-0.506,-0.974,1.025,0.407,-0.809,1.259,-0.897,0.533,0.127,0.511,-0.7,-0.259,0.3411044134692819,1.108,0.71,1.174,0.458,0.601,-0.953,0.196,0.392,0.285,0.534,0.61,0.3641731062503687,0.94,-0.805,0.725
-0.309,0.078,1.378,0.826,-1.244,-0.11,1.51,1.202,0.338,0.042,1.244,0.001,-1.158,0.506,0.534,-1.051,1.259,-0.366,0.539,0.71,0.107,-0.095,0.133,0.3411044134692819,1.111,0.718,0.881,0.423,0.137712257618,-0.941,-0.208,0.146,0.178,0.534,0.61,0.3641731062503687,1.236,-1.014,0.157
-0.431,0.591,1.015,0.636,-1.065,-0.052,1.538,1.259,0.93,0.042,0.597,-0.043,-1.371,0.548,0.433,-1.192,1.378,-0.366,0.544,1.23,0.069,-0.076,0.051,0.3411044134692819,1.654,0.83,0.231,0.51,0.137712257618,-1.287,-0.243,0.146,0.848,0.534,0.61,0.3641731062503687,0.677,-0.595,0.374
0.021,0.111,1.21,0.4,-0.82,-0.262,1.581,1.259,0.528,0.042,0.346,-0.436,-0.862,0.966,0.667,-1.293,1.378,-0.366,0.537,0.859,-0.24,-0.591,-0.063,0.3411044134692819,1.654,0.86,0.044,0.392,-0.45,-1.173,0.445,0.405,0.965,0.534,0.61,0.3641731062503687,0.477,-0.99,0.858
0.248,0.044,1.475,-0.258,-0.688,-1.19,1.658,1.384,0.551,0.042,0.2513143946091433,-0.37174290780141844,-0.817,1.261,0.556,-1.099,1.308,-0.012,0.534,1.003,-0.321,-0.863,-0.063,0.3411044134692819,1.586,0.77,0.016,0.293,-0.45,-1.173,0.303,0.407,0.455,0.534,0.61,0.3641731062503687,1.7,-1.88,-0.464
